company,job_id,title,location,url
Coherent Economics,4381983009,Research Analyst Summer 2027 (Finance),"Chicago, Illinois, United States",https://job-boards.greenhouse.io/coherenteconomicsllc/jobs/4381983009
Coherent Economics,4382073009,Research Analyst Summer 2027 (Generalist),"Boston, Massachusetts, United States; Chicago, Illinois, United States",https://job-boards.greenhouse.io/coherenteconomicsllc/jobs/4382073009
